Unnamed: 0,categoria,asunto,preprocessed_text
523,ASUNTOS SOCIALES,"Previsión de dotar al valle de aridane de una ambulancia con carácter permanente para atender las necesidades de los afectados por el volcán, dirigida al sr. consejero de sanidad.","['prevision', 'dotar', 'valle', 'aridane', 'ambulancia', 'caracter', 'permanente', 'atender', 'necesidades', 'afectados', 'volcan', 'dirigida', 'consejero', 'sanidad']"
524,ASUNTOS SOCIALES,"Previsión de elaborar e implantar un plan específico de atención psicológica para atender a los afectados por el volcán, dirigida al sr. consejero de sanidad.","['prevision', 'elaborar', 'implantar', 'plan', 'especifico', 'atencion', 'psicologica', 'atender', 'afectados', 'volcan', 'dirigida', 'consejero', 'sanidad']"
525,INDUSTRIA,"Previsión de empezar las obras de techado en el ceip el puertito, en güímar,  dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['prevision', 'empezar', 'obras', 'techado', 'ceip', 'puertito', 'guimar', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
526,INDUSTRIA,"Previsión de inicio de las obras para la construcción de un nuevo centro educativo en la costa de arico, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['prevision', 'inicio', 'obras', 'construccion', 'centro', 'educativo', 'costa', 'arico', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
527,ECONOMÍA,"Previsión de la evolución de la economía canaria para este año, dirigida a la sra. consejera de economía, conocimiento y empleo.","['prevision', 'evolucion', 'economia', 'canaria', 'año', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
528,ASUNTOS SOCIALES,"Previsión de puesta en marcha de ayuda económica transitoria para pensionistas emigrantes canarios-venezolanos retornados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['prevision', 'puesta', 'marcha', 'ayuda', 'economica', 'transitoria', 'pensionistas', 'emigrantes', 'canariosvenezolanos', 'retornados', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
529,EDUCACIÓN Y COMUNICACIÓN,"Previsión de puesta en marcha de iniciativas para mejorar la oferta de formación básica inicial en el hierro, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['prevision', 'puesta', 'marcha', 'iniciativas', 'mejorar', 'oferta', 'formacion', 'basica', 'inicial', 'hierro', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
530,EDUCACIÓN Y COMUNICACIÓN,"Previsión de realización de test de antígenos en los centros educativos entre el alumnado y personal docente y no docente, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['prevision', 'realizacion', 'test', 'antigenos', 'centros', 'educativos', 'alumnado', 'personal', 'docente', 'docente', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
531,ASUNTOS SOCIALES,"Previsión de recuperación de la actividad normalizada en todos los centros de mayores de las palmas de gran canaria, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['prevision', 'recuperacion', 'actividad', 'normalizada', 'centros', 'mayores', 'palmas', 'canaria', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
532,ASUNTOS SOCIALES,"Previsión de regular el camping y caravanas como actividad turística y/o producto turístico, dirigida a la sra. consejera de turismo, industria y comercio.","['prevision', 'regular', 'camping', 'caravanas', 'como', 'actividad', 'turistica', 'producto', 'turistico', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
533,ASUNTOS SOCIALES,"Previsión de reposición de las viviendas de el matorral, en san bartolomé de tirajana, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['prevision', 'reposicion', 'viviendas', 'matorral', 'san', 'bartolome', 'tirajana', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
534,EDUCACIÓN Y COMUNICACIÓN,"Previsión de retirada de amianto del ceip alcalde diego trujillo rodríguez, en gáldar, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['prevision', 'retirada', 'amianto', 'ceip', 'alcalde', 'diego', 'trujillo', 'rodriguez', 'galdar', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
535,EDUCACIÓN Y COMUNICACIÓN,"Previsión de revisar los ratios del alumnado de la escuela de capacitación agraria de tacoronte este año, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['prevision', 'revisar', 'ratios', 'alumnado', 'escuela', 'capacitacion', 'agraria', 'tacoronte', 'año', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
536,ASUNTOS SOCIALES,"Previsión de traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.","['prevision', 'traslado', 'oncologos', 'fuerteventura', 'complejo', 'hospitalario', 'canaria', 'doctor', 'negrin', 'pasar', 'consultas', 'dirigida', 'consejero', 'sanidad']"
537,ASUNTOS SOCIALES,"Previsión de un cambio de modelo de gestión en el instituto canario de hemodonación y hemoterapia que incluya la privatización del servicio, dirigida al sr. consejero de sanidad.","['prevision', 'cambio', 'modelo', 'gestion', 'instituto', 'canario', 'hemodonacion', 'hemoterapia', 'incluya', 'privatizacion', 'servicio', 'dirigida', 'consejero', 'sanidad']"
538,INDUSTRIA,"Previsión para la construcción de un nuevo colegio en abades, arico, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['prevision', 'construccion', 'colegio', 'abades', 'arico', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
539,EDUCACIÓN Y COMUNICACIÓN,"Previsiones con el nuevo plan estratégico para las escuelas que son titularidad del gobierno, pero dependen de la consejería de derechos sociales, igualdad, diversidad y juventud, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['previsiones', 'plan', 'estrategico', 'escuelas', 'titularidad', 'gobierno', 'dependen', 'consejeria', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
540,INDUSTRIA,"Previsiones de construcción de un edificio propio para la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['previsiones', 'construccion', 'edificio', 'escuela', 'arte', 'fuerteventura', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
541,ASUNTOS SOCIALES,"Previsiones de recoger en el pliego de condiciones el aumento del personal incluyendo plazas de enfermería, para la atención de los usuarios del cadf de el sauzal, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['previsiones', 'recoger', 'pliego', 'condiciones', 'aumento', 'personal', 'incluyendo', 'plazas', 'enfermeria', 'atencion', 'usuarios', 'cadf', 'sauzal', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
542,INDUSTRIA,"Previsiones para construir el consultorio local en antigua, dirigida al sr. consejero de sanidad.","['previsiones', 'construir', 'consultorio', 'local', 'antigua', 'dirigida', 'consejero', 'sanidad']"
543,EDUCACIÓN Y COMUNICACIÓN,"Previsiones respecto a la construcción de dos aulas y un baño en el ceip el tostón, en el cotillo, dirigida a la sra. consejera de educación universidades, cultura y deportes.","['previsiones', 'construccion', 'aulas', 'baño', 'ceip', 'toston', 'cotillo', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
544,ASUNTOS SOCIALES,"Programación o cronología prevista para la puesta en funcionamiento de la nueva unidad de hemodinámica en el hospital general de fuerteventura, dirigida al sr. consejero de sanidad.","['programacion', 'cronologia', 'prevista', 'puesta', 'funcionamiento', 'unidad', 'hemodinamica', 'hospital', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']"
545,ASUNTOS SOCIALES,"Programas de atención a la infancia y a la familia para el desarrollo integral de los menores que se han desarrollado durante 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['programas', 'atencion', 'infancia', 'familia', 'desarrollo', 'integral', 'menores', 'desarrollado', '2020', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
546,ASUNTOS SOCIALES,"Programas de atención a la infancia y a la familia para el desarrollo integral de los menores que se han desarrollado durante 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['programas', 'atencion', 'infancia', 'familia', 'desarrollo', 'integral', 'menores', 'desarrollado', '2021', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
547,ASUNTOS SOCIALES,"Protocolo que existe para la recogida de los desechos sanitarios en el hospital general de fuerteventura, dirigida al sr. consejero de sanidad.","['protocolo', 'recogida', 'desechos', 'sanitarios', 'hospital', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']"
548,ASUNTOS SOCIALES,"Protocolo que se aplica a un joven inmigrante no acompañado desde que ingresa en el centro de acogida hasta que se determina su edad real, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['protocolo', 'aplica', 'joven', 'inmigrante', 'acompañado', 'ingresa', 'centro', 'acogida', 'determina', 'edad', 'real', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
549,ASUNTOS SOCIALES,"Proyectos para la construcción de viviendas de protección oficial en guía de isora, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['proyectos', 'construccion', 'viviendas', 'proteccion', 'oficial', 'guia', 'isora', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
550,INDUSTRIA,"Proyectos previstos en infraestructuras viarias en lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['proyectos', 'previstos', 'infraestructuras', 'viarias', 'lanzarote', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
551,ECONOMÍA,"Proyectos que se han acogido al plan de recuperación, transformación y resiliencia puesto en marcha por el gobierno de españa, a partir de los fondos next generation eu, dirigida a la sra. consejera de economía, conocimiento y empleo.","['proyectos', 'acogido', 'plan', 'recuperacion', 'transformacion', 'resiliencia', 'puesto', 'marcha', 'gobierno', 'españa', 'fondos', 'next', 'generation', 'eu', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
552,"AGRICULTURA, SILVICULTURA Y PESCA","Queserías que se han acogido a la campaña del gobierno de canarias sobre la venta de quesos en los hoteles de canarias y las cantidades que se han comprado a cada una de ellas, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['queserias', 'acogido', 'campaña', 'gobierno', 'canarias', 'venta', 'quesos', 'hoteles', 'canarias', 'cantidades', 'comprado', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
553,INDUSTRIA,"Ralentización de la obra de reforma del consultorio local de cardones, desde mediados del mes de febrero, dirigida al sr. consejero de sanidad.","['ralentizacion', 'obra', 'reforma', 'consultorio', 'local', 'cardones', 'mediados', 'mes', 'febrero', 'dirigida', 'consejero', 'sanidad']"
554,ASUNTOS FINANCIEROS,"Razón de la baja ejecución de las actuaciones referida a los fondos europeos recibidos por la comunidad autónoma en 2021, del programa mrr, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['razon', 'baja', 'ejecucion', 'actuaciones', 'referida', 'fondos', 'europeos', 'recibidos', 'comunidad', 'autonoma', '2021', 'programa', 'mrr', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
555,EDUCACIÓN Y COMUNICACIÓN,"Razón de la no ejecución del plan canario de infraestructura educativa 2018-2025 en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['razon', 'ejecucion', 'plan', 'canario', 'infraestructura', 'educativa', '20182025', 'fuerteventura', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
556,ASUNTOS SOCIALES,"Razón del traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.","['razon', 'traslado', 'oncologos', 'fuerteventura', 'complejo', 'hospitalario', 'canaria', 'doctor', 'negrin', 'pasar', 'consultas', 'dirigida', 'consejero', 'sanidad']"
557,ASUNTOS SOCIALES,"Razón para que no se recurriera a un proveedor habitual de material sanitario en el contrato de mascarillas, dirigida al sr. consejero de sanidad.","['razon', 'recurriera', 'proveedor', 'habitual', 'material', 'sanitario', 'contrato', 'mascarillas', 'dirigida', 'consejero', 'sanidad']"
558,INDUSTRIA,"Razón por la que las obras del paseo marítimo de puerto del rosario están paradas, dirigida a la sra. consejera de turismo, industria y comercio.","['razon', 'obras', 'paseo', 'maritimo', 'puerto', 'rosario', 'paradas', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
559,MEDIO AMBIENTE,"Razones para que se considere que el parque eólico fuerteventura renovables i, en la oliva, no está caducado, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['razones', 'considere', 'parque', 'eolico', 'fuerteventura', 'renovables', 'oliva', 'caducado', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
560,ASUNTOS SOCIALES,"Razones por las que no se amplía el número de usuarios en el centro de día de mayores de abades, en arico, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['razones', 'amplia', 'numero', 'usuarios', 'centro', 'mayores', 'abades', 'arico', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
561,ASUNTOS SOCIALES,"Realización de acciones para promover la aprobación de planes de igualdad en las administraciones públicas, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['realizacion', 'acciones', 'promover', 'aprobacion', 'planes', 'igualdad', 'administraciones', 'publicas', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
562,ASUNTOS SOCIALES,"Realización de algún análisis de aguas afectadas por vertido ilegal al mar de aguas residuales a través del emisario submarino de el teatro, dirigida al sr. consejero de sanidad.","['realizacion', 'algun', 'analisis', 'aguas', 'afectadas', 'vertido', 'ilegal', 'mar', 'aguas', 'residuales', 'traves', 'emisario', 'submarino', 'teatro', 'dirigida', 'consejero', 'sanidad']"
563,EDUCACIÓN Y COMUNICACIÓN,"Realización de investigación en relación a la expulsión de dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['realizacion', 'investigacion', 'relacion', 'expulsion', 'alumnos', 'ies', 'teror', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
564,ASUNTOS SOCIALES,"Realización de protocolo para la alimentación materna en las escuelas infantiles, dirigida al sr. consejero de sanidad.","['realizacion', 'protocolo', 'alimentacion', 'materna', 'escuelas', 'infantiles', 'dirigida', 'consejero', 'sanidad']"
565,ASUNTOS SOCIALES,"Realización de pruebas de detección vih en todas las islas, dirigida al sr. consejero de sanidad.","['realizacion', 'pruebas', 'deteccion', 'vih', 'islas', 'dirigida', 'consejero', 'sanidad']"
566,TRABAJO Y EMPLEO,"Realización de tareas por parte del personal contratado en el programa extraordinario de empleo social denominado puerto se mueve 2020, dirigida a la sra. consejera de economía, conocimiento y empleo.","['realizacion', 'tareas', 'personal', 'contratado', 'programa', 'extraordinario', 'empleo', 'social', 'denominado', 'puerto', 'mueve', '2020', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
567,EDUCACIÓN Y COMUNICACIÓN,"Recursos destinados para ayudar a los municipios de el hierro en materia de educación de 0 a 3 años, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['recursos', 'destinados', 'ayudar', 'municipios', 'hierro', 'materia', 'educacion', '0', '3', 'años', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
568,ECONOMÍA,"Recursos económicos que han sido destinados a las diferentes administraciones palmeras para la ejecución del plan de empleo extraordinario, dirigida a la sra. consejera de economía, conocimiento y empleo.","['recursos', 'economicos', 'destinados', 'administraciones', 'palmeras', 'ejecucion', 'plan', 'empleo', 'extraordinario', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
569,EDUCACIÓN Y COMUNICACIÓN,"Reparto de la ejecución del proyecto 216g0141, denominado uso y calidad tic en el entorno educativo, por importe de 1.000.000 de euros para la isla de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['reparto', 'ejecucion', 'proyecto', '216g0141', 'denominado', 'calidad', 'tic', 'entorno', 'educativo', 'importe', '1000000', 'euros', 'isla', 'fuerteventura', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
570,INDUSTRIA,"Requisitos o condiciones administrativas y temporales asociadas a la financiación que deben cumplir las obras del paseo marítimo de puerto del rosario,  dirigida a la sra. consejera de turismo, industria y comercio.","['requisitos', 'condiciones', 'administrativas', 'temporales', 'asociadas', 'financiacion', 'cumplir', 'obras', 'paseo', 'maritimo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
571,INDUSTRIA,"Requisitos o condiciones administrativas y temporales que deben cumplir las obras de primero de mayo, en puerto del rosario, para cumplir con la financiación, dirigida a la sra. consejera de turismo, industria y comercio.","['requisitos', 'condiciones', 'administrativas', 'temporales', 'cumplir', 'obras', 'mayo', 'puerto', 'rosario', 'cumplir', 'financiacion', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
572,EDUCACIÓN Y COMUNICACIÓN,"Responsabilidad que asumen el centro educativo y la consejería, respecto a la expulsión de dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['responsabilidad', 'asumen', 'centro', 'educativo', 'consejeria', 'expulsion', 'alumnos', 'ies', 'teror', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
573,ASUNTOS SOCIALES,"Resultado conseguido con el operativo de rastreo del mosquito aedes aegypti en la palma, dirigida al sr. consejero de sanidad.","['resultado', 'conseguido', 'operativo', 'rastreo', 'mosquito', 'aedes', 'aegypti', 'palma', 'dirigida', 'consejero', 'sanidad']"
574,MEDIO AMBIENTE,"Resultado conseguido con el operativo de rastreo del mosquito aedes aegypti en la palma, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['resultado', 'conseguido', 'operativo', 'rastreo', 'mosquito', 'aedes', 'aegypti', 'palma', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
575,VIDA POLÍTICA,"Reuniones de coordinación entre las diferentes administraciones públicas para valorar y buscar soluciones a la continuidad o traslado de la actividad de la cementera en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['reuniones', 'coordinacion', 'administraciones', 'publicas', 'valorar', 'buscar', 'soluciones', 'continuidad', 'traslado', 'actividad', 'cementera', 'puerto', 'santa', 'agueda', 'arguineguin', 'canaria', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
576,EDUCACIÓN Y COMUNICACIÓN,"Reuniones mantenidas con el ayuntamiento de la oliva para tratar el futuro del antiguo colegio de villaverde, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['reuniones', 'mantenidas', 'ayuntamiento', 'oliva', 'tratar', 'futuro', 'antiguo', 'colegio', 'villaverde', 'fuerteventura', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
577,"AGRICULTURA, SILVICULTURA Y PESCA","Reuniones mantenidas con los afectados en el sector de la pesca profesional en relación a la normativa zec, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['reuniones', 'mantenidas', 'afectados', 'sector', 'pesca', 'profesional', 'relacion', 'normativa', 'zec', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
578,"AGRICULTURA, SILVICULTURA Y PESCA","Reuniones mantenidas con los afectados en el sector de pesca de recreo en relación a la normativa zec, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['reuniones', 'mantenidas', 'afectados', 'sector', 'pesca', 'recreo', 'relacion', 'normativa', 'zec', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
579,EDUCACIÓN Y COMUNICACIÓN,"Si las docentes embarazadas reciben el protocolo adecuado de riesgos laborales, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['docentes', 'embarazadas', 'reciben', 'protocolo', 'adecuado', 'riesgos', 'laborales', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
580,ASUNTOS SOCIALES,"Si las mascarillas modelo y marca 3m 1860 n95 son ffp2 o ffp3, dirigida al sr. consejero de sanidad.","['mascarillas', 'modelo', 'marca', '3m', '1860', 'n95', 'ffp2', 'ffp3', 'dirigida', 'consejero', 'sanidad']"
581,MEDIO AMBIENTE,"Si se plantea algún programa de educación ambiental destinado a escolares, relativo al uso racional y sostenible del agua para proteger la biodiversidad, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['plantea', 'algun', 'programa', 'educacion', 'ambiental', 'destinado', 'escolares', 'relativo', 'racional', 'sostenible', 'agua', 'proteger', 'biodiversidad', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
582,ASUNTOS SOCIALES,"Situación de la relación de puestos de trabajo del hospital universitario de la palma, plazas ocupadas y vacantes y vínculo administrativo laboral, dirigida al sr. consejero de sanidad.","['situacion', 'relacion', 'puestos', 'hospital', 'universitario', 'palma', 'plazas', 'ocupadas', 'vacantes', 'vinculo', 'administrativo', 'laboral', 'dirigida', 'consejero', 'sanidad']"
583,INDUSTRIA,"Situación de las obras del ies guaza y previsión de finalización, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['situacion', 'obras', 'ies', 'guaza', 'prevision', 'finalizacion', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
584,ASUNTOS SOCIALES,"Situación del expediente sancionador abierto a la residencia de mayores la milla, en santa maría de guía, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['situacion', 'expediente', 'sancionador', 'abierto', 'residencia', 'mayores', 'milla', 'santa', 'maria', 'guia', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
585,INDUSTRIA,"Situación en que se encuentran las obras del cae del sur, en fuerteventura, dirigida al sr. consejero de sanidad.","['situacion', 'encuentran', 'obras', 'cae', 'sur', 'fuerteventura', 'dirigida', 'consejero', 'sanidad']"
586,EDUCACIÓN Y COMUNICACIÓN,"Situación en que se encuentran las obras del ies la lajita, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['situacion', 'encuentran', 'obras', 'ies', 'lajita', 'fuerteventura', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
587,VIDA POLÍTICA,"Situación jurídica de la concesión administrativa en suelo portuario para la actividad de la cementera en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['situacion', 'juridica', 'concesion', 'administrativa', 'suelo', 'portuario', 'actividad', 'cementera', 'puerto', 'santa', 'agueda', 'arguineguin', 'canaria', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
588,TRANSPORTES,"Solicitud de la naviera fred olsen para operar en la ruta órzola-la graciosa, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['solicitud', 'naviera', 'fred', 'olsen', 'operar', 'ruta', 'orzolala', 'graciosa', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
589,ASUNTOS SOCIALES,"Solicitud del ayuntamiento de las palmas de gran canaria o de cualquier departamento del gobierno de canarias de realización de algún análisis de aguas afectadas por vertido ilegal al mar de aguas residuales a través del emisario de el teatro, dirigida al sr. consejero de sanidad.","['solicitud', 'ayuntamiento', 'palmas', 'canaria', 'departamento', 'gobierno', 'canarias', 'realizacion', 'algun', 'analisis', 'aguas', 'afectadas', 'vertido', 'ilegal', 'mar', 'aguas', 'residuales', 'traves', 'emisario', 'teatro', 'dirigida', 'consejero', 'sanidad']"
590,MEDIO AMBIENTE,"Solicitudes presentadas en tiempo y forma en relación a las ayudas para la realización de actuaciones de eficiencia energética en explotaciones agropecuarias, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['solicitudes', 'presentadas', 'forma', 'relacion', 'ayudas', 'realizacion', 'actuaciones', 'eficiencia', 'energetica', 'explotaciones', 'agropecuarias', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
591,MEDIO AMBIENTE,"Solicitudes que se han presentado en tiempo y forma para el programa de rehabilitación energética de edificios, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['solicitudes', 'presentado', 'forma', 'programa', 'rehabilitacion', 'energetica', 'edificios', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
592,TRANSPORTES,"Solución para la entrada y salida de personas y vehículos a la entrada del barrio de la rambla, en san juan de la rambla, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['solucion', 'entrada', 'salida', 'personas', 'vehiculos', 'entrada', 'barrio', 'rambla', 'san', 'juan', 'rambla', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
593,EDUCACIÓN Y COMUNICACIÓN,"Solución que se le va a dar a dos alumnos afectados por un error del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['solucion', 'alumnos', 'afectados', 'error', 'ies', 'teror', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
594,EDUCACIÓN Y COMUNICACIÓN,"Soluciones a las quejas de la comunidad educativa del ceip punta larga, en candelaria, sobre la precariedad del servicio del comedor escolar producida al intentar privatizar este servicio, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['soluciones', 'quejas', 'comunidad', 'educativa', 'ceip', 'punta', 'larga', 'candelaria', 'precariedad', 'servicio', 'comedor', 'escolar', 'producida', 'privatizar', 'servicio', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
595,VIDA POLÍTICA,"Soluciones al problema ocurrido en el cementerio de las manchas a causa de la erupción del volcán en la palma, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['soluciones', 'problema', 'ocurrido', 'cementerio', 'manchas', 'causa', 'erupcion', 'volcan', 'palma', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
596,ASUNTOS SOCIALES,"Subvención realizada para cada cabildo dirigida a la atención de los menores extranjeros no acompañados con cargo a la subvención de 10 millones de euros de los fondos estatales, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['subvencion', 'realizada', 'cabildo', 'dirigida', 'atencion', 'menores', 'extranjeros', 'acompañados', 'cargo', 'subvencion', '10', 'millones', 'euros', 'fondos', 'estatales', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
597,MEDIO AMBIENTE,"Tiempo medio en dar de alta a los gestores y productores de residuos que lo solicitan en cumplimiento del real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['alta', 'gestores', 'productores', 'residuos', 'solicitan', 'cumplimiento', 'real', 'decreto', '5532020', '2', 'junio', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
598,MEDIO AMBIENTE,"Tiempo medio en dar registro de alta, baja o modificación a los talleres de vehículos como pequeños productores de residuos, en cumplimiento del real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['registro', 'alta', 'baja', 'modificacion', 'talleres', 'vehiculos', 'como', 'pequeños', 'productores', 'residuos', 'cumplimiento', 'real', 'decreto', '5532020', '2', 'junio', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
